0	292.4688958373604
10	292.4687390610115
20	292.46639010356773
30	292.4562333198036
40	292.42897726497216
50	292.3717583263565
60	292.2682889829903
70	292.09905342525315
80	291.84155344427637
90	291.47060728160557
100	290.95870347980144
110	290.2764106909028
120	289.3928429075059
130	288.2761777349441
140	286.89422320323365
150	285.2150263268049
160	283.2075142780459
170	280.842156777122
180	278.09163624828795
190	274.93151058031276
200	271.34085207230095
210	267.30284544380237
220	262.8053277127327
230	257.8412533398899
240	252.4090693158695
250	246.5129868022651
260	240.16313847813544
270	233.37561379783932
280	226.17236782358512
290	218.58113539562677
300	210.6391026221723
310	202.38581011555317
320	193.86293511077625
330	185.1157999079798
340	176.1926444434939
350	167.14384035511804
360	158.02106722443207
370	148.87647248592998
380	139.76183654910392
390	130.72776400247903
400	121.82292040223378
410	113.09333217159104
420	104.58176464261415
430	96.32719037937711
440	88.36435675490758
450	80.72345844697023
460	73.42991720046793
470	66.5042680009709
480	59.962147826533275
490	53.814380488619975
500	48.0671488133908
510	42.72224360548821
520	37.777377509318576
530	33.22655104682543
540	29.060457754508572
550	25.266915436142632
560	21.831311046105714
570	18.737047564389268
580	15.965982352945673
590	13.49884782430367
600	11.315646736653687
610	9.396015986406695
620	7.719554336051292
630	6.266111035569279
640	5.0160337220151066
650	3.950375276084901
660	3.0510604486426427
670	2.3010140262330965
680	1.6842530739665633
690	1.185946376623105
700	0.7924446014389805
710	0.49128494172226006
720	0.2711740865561039
730	0.12195331876615334
740	0.034549393119916866
750	0.0009146119548265783
760	0.013959218124017986
770	0.06747888597241615
780	0.15607972869079342
790	0.27510287110363757
800	0.4205502743324614
