0.10000000E+01  0.20597056E-10
0.10456357E+01  0.20690190E-10
0.10933540E+01  0.20786021E-10
0.11432499E+01  0.20884544E-10
0.11954229E+01  0.20985747E-10
0.12499768E+01  0.21089605E-10
0.13070204E+01  0.21196082E-10
0.13666671E+01  0.21305131E-10
0.14290359E+01  0.21416691E-10
0.14942509E+01  0.21530684E-10
0.15624421E+01  0.21647021E-10
0.16337452E+01  0.21765592E-10
0.17083022E+01  0.21886272E-10
0.17862617E+01  0.22008916E-10
0.18677790E+01  0.22133363E-10
0.19530164E+01  0.22259427E-10
0.20421436E+01  0.22386905E-10
0.21353382E+01  0.22515572E-10
0.22327858E+01  0.22645184E-10
0.23346805E+01  0.22775475E-10
0.24412252E+01  0.22906160E-10
0.25526322E+01  0.23036937E-10
0.26691232E+01  0.23167488E-10
0.27909305E+01  0.23297485E-10
0.29182965E+01  0.23426589E-10
0.30514749E+01  0.23554461E-10
0.31907310E+01  0.23680767E-10
0.33363422E+01  0.23805187E-10
0.34885984E+01  0.23927425E-10
0.36478030E+01  0.24047227E-10
0.38142729E+01  0.24164394E-10
0.39883398E+01  0.24278804E-10
0.41703504E+01  0.24390440E-10
0.43606672E+01  0.24499415E-10
0.45596692E+01  0.24606013E-10
0.47677528E+01  0.24710688E-10
0.49853324E+01  0.24813477E-10
0.52128414E+01  0.24914000E-10
0.54507329E+01  0.25011864E-10
0.56994808E+01  0.25106683E-10
0.59595804E+01  0.25198087E-10
0.62315499E+01  0.25285737E-10
0.65159309E+01  0.25369335E-10
0.68132898E+01  0.25448648E-10
0.71242189E+01  0.25523529E-10
0.74493374E+01  0.25593944E-10
0.77892930E+01  0.25660002E-10
0.81447626E+01  0.25722000E-10
0.85164544E+01  0.25780432E-10
0.89051085E+01  0.25835417E-10
0.93114992E+01  0.25886640E-10
0.97364357E+01  0.25933793E-10
0.10180765E+02  0.25976606E-10
0.10645371E+02  0.26014862E-10
0.11131179E+02  0.26048419E-10
0.11639158E+02  0.26077228E-10
0.12170319E+02  0.26101364E-10
0.12725720E+02  0.26121060E-10
0.13306467E+02  0.26136743E-10
0.13913716E+02  0.26149083E-10
0.14548678E+02  0.26158659E-10
0.15212617E+02  0.26165354E-10
0.15906855E+02  0.26168949E-10
0.16632775E+02  0.26169241E-10
0.17391823E+02  0.26166046E-10
0.18185510E+02  0.26159213E-10
0.19015418E+02  0.26148629E-10
0.19883200E+02  0.26134239E-10
0.20790583E+02  0.26116057E-10
0.21739375E+02  0.26094124E-10
0.22731466E+02  0.26068309E-10
0.23768832E+02  0.26038446E-10
0.24853539E+02  0.26004406E-10
0.25987747E+02  0.25966104E-10
0.27173715E+02  0.25923515E-10
0.28413806E+02  0.25876688E-10
0.29710489E+02  0.25825634E-10
0.31066348E+02  0.25770163E-10
0.32484081E+02  0.25710072E-10
0.33966514E+02  0.25645176E-10
0.35516599E+02  0.25575313E-10
0.37137423E+02  0.25500358E-10
0.38832214E+02  0.25420202E-10
0.40604349E+02  0.25334643E-10
0.42457356E+02  0.25243457E-10
0.44394926E+02  0.25146438E-10
0.46420918E+02  0.25043405E-10
0.48539368E+02  0.24934212E-10
0.50754495E+02  0.24818742E-10
0.53070711E+02  0.24696820E-10
0.55492628E+02  0.24568254E-10
0.58025072E+02  0.24432888E-10
0.60673085E+02  0.24290602E-10
0.63441942E+02  0.24141281E-10
0.66337158E+02  0.23984761E-10
0.69364499E+02  0.23820908E-10
0.72529995E+02  0.23649632E-10
0.75839950E+02  0.23470868E-10
0.79300958E+02  0.23284460E-10
0.82919910E+02  0.23090241E-10
0.86704016E+02  0.22888070E-10
0.90660813E+02  0.22677850E-10
0.94798180E+02  0.22459672E-10
0.99124359E+02  0.22233883E-10
0.10364797E+03  0.22000998E-10
0.10837801E+03  0.21761483E-10
0.11332391E+03  0.21514943E-10
0.11849553E+03  0.21260625E-10
0.12390315E+03  0.20997693E-10
0.12955756E+03  0.20726215E-10
0.13547000E+03  0.20447010E-10
0.14165227E+03  0.20161135E-10
0.14811666E+03  0.19868957E-10
